rating,reviewText
Olumlu,telefon değerlendirme önç bir mağaza giderek telefon el alma sonr kurcalamaniz video fotoğraf çekme önerir ben öyl yapt telefon beğen ancak fiyat yük olduk düşme bekl indir girdig al fiyat ilgi değerlendirme teknik düzey bilgi sahip kişi bırakıyor ancak telefon hızl ser harika res video çekebilen harika bir ekran olan şık bir telefon ben aldık renk olan siyah oneriyor
Olumsuz,telefon bir ker takoz diyebilecek ağırlık kal gr ne bir tasar harika diyor yenilikç bir kamera siste tama mi t kolay bi şekil iş çöz özellik or segment fiyat amiral gemi fiyat ülke fazl satış yapabilecek sanmıyor lira civar kadar iner satar fakat o mümk değil tek güzel yan gb ram
Olumsuz,mi t aynı işlemç olarak mi t pro fiyat satılıyor
Olumlu,altinda iyi bir telefon benç alinabilir cam metal den yapilmis diger alt sevi a ser telefon plastik degil full amoled ekran var kamera on kamerasi iyi telefon olabilir fiyat
Olumsuz,samsung a dan a kadar telefon video cekım bozt cekımler asır puslandırıyor
Olumsuz,hızl şarz var yok bun bazilari var diyor bazilari yok diyor
Olumlu,arkadaş ben kullanıyor büyük ekran ekran kamera olmama iyi megapixel ön ark kamera gb ram gb dahi depola iyi yön tam multimedya telefon eksi biraz ağır olma hızl şarj yok önem değil kılıfındayken hızl şarj işlemiyor kulaklık giriş yok arttırılabilir hafız yok zaten yeter yaln ses biraz sor var hoparlör ekra alt ses biraz boğuk geliyor
Olumsuz,fiyat paha donan güçs kali düşük
Olumlu,öncelik fiyat faha demiş saçma böyl mükemmel bir telefon fiyat bil gidip saçm sapan gereks paha ön kamera mp den yük bil olmayan i̇phone lar fiyat kaç katı par veren gel bura samsung u eleştiriyor kamera dönüyor mp mp harika bir özellik gerçek harika telefon üretebiliyor böyl mükemmel bir telefon başka hiçbir marka hiçbir model bulamaz samsung lar sürek olarak yazıl güncelleme geliyor esk telefon model yen çıkan aynı güncel sür kullanıyor i̇phone ler güncelle denen bir yok aksin yen model çıktıkç esk model yavaşlıyor donuyor hâlâ bun rağmen telefon kötü eleştiri bulunuyor dönüp beğendik i̇phone lar bir inceley samsung samsung
Olumsuz,samsung bugün kadar yaptık kötü telefon dese yanlış olmaz cihazi baş son heryer ha bir on rağmen böyl abar bir fiyat
Olumsuz,guzel bir cihaz aslinda sade a gore biraz fazl yuksek ara fark azaliyor dusus olur ali der kamera iyi ark cam gorilla glass yan aluminum kalite performans a e gore bi tik iyi ekran gercek full ekran amoled olmasi buyuk bir arti
Olumsuz,şuan telefon snapdragon kullanmak ön kamera tasarruf var karşılık yükselen mekanizma var ik kamera bir sanır toft kamera fakat mi t bil piyasa k dan girt bun eder benç fazl k
Olumsuz,sade kızak kamera or segment bir telefon par verilmez fiya uygun bir iyi alternatif mevcut alma bir düşü
Olumsuz,hafız kart giriş yok ayrı kulaklık giriş yok kamera kalite amiral gemi seviye değil
Olumsuz,a seri önem özellik ne fiyat performans performans tama fiyat uç telefon a seri dış bir telefon ol insan note seri ya s seri yer telefon alsinlarki saçmalık
Olumsuz,al deney sever biz öner
Olumlu,telefon gereks paha ülke vergi eklen para ikinç el iphone x bil bulur hat ucuz
Olumsuz,samsung trdek kullanıcı alay etme kanı telefon ürün or segment fiyat halin bak
Olumlu,kamera şuan piyasa yok derece güzel kamera özellik ön geçi anlıyor böyl bi kamera yok harika gb ram var bu iyi bir özellik mutlak al der pişman olmaz
Olumlu,bari optik görüntü sabitleyiç olsa
Olumsuz,bun bn verecek k a alır dahz iyi samsung kafa ye son çırpınış sergiliyor
Olumsuz,kesinlik fiyatin haketmiyor fiya iyi seç var
Olumsuz,gereks paha s plus alınabilir iyi
Olumsuz,fiyat gerçek paha unutmamak gerekirk telefon or segment bi cihaz para s s plus huawei p pro amiral gemi cihaz alınabilir tasar güzel olabilir kizakli tasar falan kizağa par verilmez benç
Olumsuz,para donanım telefon alınmaz b telefon alınacak note ya note alınır o olma s plus alınır telefon asl alınmaz asl
Olumsuz,samsung tasar anlam gerçek güzel bir telefon orta ko ancak telefo yurt dış fiyat ülke fiyat ara uçur bulunmak bun sebep s aile satış baltalamamak adın yapıldık düşünüyor malum yük kur vergi dola türki telefon satış düşt
Olumsuz,rakip mi t den satılıyor s la aynı fiya satılıyor s kadar basarı bir donan yok
Olumsuz,kamera diyafra değer or sevi model geri telefo ağırlık uzunluk kalınlık fazl telefon almak isteyen tavsiye a model inceles ay kullan sonra gönül rahatlık önerebilir son olarak yılbaş fiyat k civar inecek illa alacak diyen olur biraz bekles
Olumsuz,yazık iyi bir f p bek biz hayal kırıklık uğrat
Olumsuz,s plus aynı fiya or sevi man iş değil
Olumlu,benç ali gb ram var
Olumsuz,samsung kent ba geliştir çentiks ekran olma ayr bir hav kat fakat özellik öyl ah şah değil fiyat yük şahsi fikr ara bekliyor
Olumsuz,fiya telefon alınmaz ayrı snapdragon ols bil telefo fazl eder tl dir telefon yer s biraz verip s plus alınabilir unutmay or segment bir telefon kadar par etmez
Olumsuz,amiral gemi s telefon aynı fiyat çıkarmak iş bir başar
Olumsuz,donanım gör fiyat paha fakat tasarım laf yok ayrı hafız kart destek yok üstelik telefo kalınlık nere cm
Olumsuz,gb telefon alınmaz
Olumsuz,telefon güzel fiyat gore kamera kulaklık kötü
Olumsuz,bugü el ulaş saatte olt bir sure takı kalacak sürek dont umar bun gecıç problem kullanan arkadaş fikir verir sevinir zira şık bir tlf büyük hafif şık
Olumsuz,kas şekl kanıp al pişman olt cihaz kağn kamera ikon bastık sani sonr kamera açılıyor sinirlenme seviyor düşünme al
Olumsuz,telefon alırken ramin hafıza değil işlemci bak işlemci gerçek düşük ilk alındık kasm bir kaç a kadar kasacak donacak fiya xiaominin iyi telefon var
Olumsuz,kadar hantal bir telefon olamaz kasıyor
Olumsuz,kesinlik almay berbat bir telefon res çekmek poz verdıgınızde dk aynı şekil durur çeks sosyal medya uygulama zaten açılmıyor oyun oynamak yükleme başarabilir heykel dikilir huawei telefon senı zirve yer balıkla çaktıracak haberı ols üretım dur ya piyasa topl para bol olup çöp atar dıyen buyur siz fırsat huawei y al
Olumsuz,almay kasıyor
Olumsuz,arkadas cihaz okadar kasiyorki huawei cihazi ev sokma
Olumsuz,bukadar yavaş bi telefon olamaz eşim al bin pişman donuyor kasıyor gb hafız kart al yin aynı huawei ye yakışmıyor telefon pişman olur almay
Olumsuz,böyl kasm olmaz tlf degil rezalet
Olumsuz,almayi
Olumsuz,ben al tek kel beş par etmez samsung al der
Olumsuz,tek kelime pişmanlık
Olumsuz,olums yorum heps katılıyor fazla var eksik yok telefon al bir haf kullan doğru kullanma çalış bakt sinir duvar çalıp kıracak bir kenar atıp xiaomi red mi plus al huawei model kent imaj zarar ver ben asl başka bir model alma almak isteyen engel olma çalışır
Olumsuz,donuyor gerçek sinir bozuç şekil takıl yapıyor özellik kamera
Olumsuz,gb ram var kasıyor donuyor almay sak
Olumsuz,büyük bir hayal kırıklık kut icerik ner bombos güncelleme sonr gün yetersız hafız uyarı veriyor sureklı cok pışman olt aldık
Olumsuz,cihaz an menü camera tıklıyor sabredip bekliyor kamera açıl ne açılıyor bir sür sonr donukluk rağmen fotoğraf çek tuş basıyor yin sabır ada gülüyor diyel çeker çektik ada muhtemelen çalış hayat dön oluyor cihaz gb ram var zaten düşük emek maaş görüntü güzel foto oyun falan iş olmaz diyor al dice öyl bil ols emek kardes para j prim al hem samsung yetki servis nere bir il var sor olur uğraşmaz ben tel pişman pişman olmay
Olumsuz,cihaz başka bir yer al tl fazl vererek tasar güzel kalite hissettiriyor fakat cihaz aşır derece kasıyor hem öyl böyl değil kamera ekran vasat kadar kasm normal değil belki ben cihaz sor var kıs zaman aldık yer götürüce
Olumsuz,uzak durulma gere bir telefon ekran sürek donuyor
Olumsuz,yüz tan yavaş parmak iz yavaş kullan yavaş telefon görsel güzel yavaşlık takılma telefon kullanamıyor bil ne par verilir bun bile ihtiyar telefon olur ancak alo demek
Olumsuz,urun camerasi ark ön kötü rakip gore gb rem gb hafiza ger kalmis sade bataryani mah olmasi watt sarj adaptöru kutu olmasi iyi ekran full hd yaziyo tft lcd ekran oldug alistig samsung ekranlarindan cok uzak biraz soluk mat amoled ekran gör parmak iz iyi calisiyo ara son olarak ekran dayaniksiz telefon gelt kutu cikardik arkadim yarim metr yuksek yer dusur alt sol kose kiril sanir gorilla glass kor yok varsa adis var sanir ptt kargo tam bi rezillik telefon gün gelt ara pazar gun vardi gene cok gec
Olumsuz,kırmamak diş sıkıyor bazen olma zaman yeter ekran donuyor yaz yazmak zor bun alıp stre gireceg çin mal al iyi
Olumsuz,telefon dün sipariş ett aralık tesl tarih görünüyor süper hızl gönder müşter hizmet aradık sürek sıra sürek ot kiş mi bekliyor hat anla
Olumsuz,sürek ekran donuyor ilk dokunmatik ekran telefon yıl ol adam ekran bak lanet ols böyl telefon
Olumsuz,telefo fiyat uygun olabilir batarya kuvvetlı olabilir fakat telefo kılıf giren pislik toz vesair ark kapak iz yapıyor düş kalites kapak var dokunmatik ekran kalite iş yaramaz ay sonr donma başlıyor uygula kıs süre telefon yavaşla batarya problem başlıyor ben telefon düşür cep herhangi bir ezil durumu olma ay kullan sonr ekran kent kent şey tıklıyor yaz yazarken harf falan algiliyor ben kadar hassas kullansa telefon yormasa telefon anlattık şekil olt samim yazıyor arkadaş ben tavsi etmiyor telefo fiyat kadar uygun sanıyor redm not al bun iyi alma önç yazdık düşü öyl al ben pişman
Olumsuz,fiyat performans telefon çıkmış performans göre kamera iyi degil büyük dinma mevcut tuş bası kalıyor
Olumsuz,mart ayinda aldim an tari̇hler eki̇m ayin gösteri̇yor yor yaklaşik aylik bi̇r süreç edi̇ndi̇ği̇m deneyi̇m yor telefon güzel uzun vadeli̇ olamayacak i̇ş i̇çi̇n akti̇f sürekli̇ kullanilamayacak telefon ay sonr kamera açarken donm başladi uygulama takilma başladi gb hafiza kartinda bi̇lgi̇ler saklanmasina ragmen opti̇k kamera sabi̇tleyi̇ci̇ hak geti̇re gün ugraşmazsaniz sarji gi̇di̇yor ay geçi̇nce tekrar gün düşt malzeme kali̇tesi̇ kötü kilifs kullanamaz
Olumsuz,mağaza teşekürl
Olumsuz,bildir ışık yok
Olumsuz,ürün kamera tasar güzel fakat sürek şebek sor veriyor kasm donm yapıyor para değmez
Olumsuz,telefo cek guç cok zayif istanbul un göbeg bil cekmedig gorusme ani kesiliyor karsi taraf kasten kapattig dusunuyor benç yazilimsal bir sor var tavsi etmiyor
Olumsuz,şebek sor var esk telefon çektik yer wi fi ağın bağlanamiyor tam bir fiyasko cihaz faturasi gelm kaç görüş h b bi sonuç alam tafsi etmiyor
Olumsuz,şarz gün ancak gıdıyor şebek sor fazla var kamera vasat
Olumsuz,kamera vasat aynı para muadil iş görür
Olumsuz,ürün satıç süper telefon android gelt çek git net ara anç sokakt
Olumsuz,son guncelleme sonr mesaj bil yazmak zor internet cekmiyor sebek sor aydir kullaniyom çöp olt tek iyi sarji uzun gidiyo
Olumsuz,alal ay olt herşe süper laf yok wi fi şebek internet çekmiyor sosyal medya uygulama diğer internet sayfa sürek takılıyor klavye yaz yazarken sn civar takı kalıp sonr kendilik ger geliyor internet önem olduk bi devir telefo internet sor olma pişmanlık
Olumsuz,telefon al güncelleme yap şebek git şimt servis gönder bekliyor
Olumsuz,oyun düşk değil iyi sarj gün gidiyor gün düşt normal kullan siz sen boyu asil telefonluk görev yer getirebilecek söyleyebilir sonra donm kamera bozukluk odakla sorun başlayacak tek sor sık sık nem algılan diyor açıp kapat geçiyor son zaman geç pirinç koyduk kap iç getiriyor şarj soket yer sor kalm
Olumsuz,dokunmatik ekran ar sira donuyor acm kapa yapinca duzeliyor dar uzun ekran batarya normal killanimda gun gidiyor oyun video izler gun gidiyor eski nokia şimdi samsung mo
Olumsuz,sensör iyideğil ben telefon görüşüyor telefon kulak bakıyom bekleme gir bekleme çıkartıyor bakıyom yin bekleme al şahsen ben samsung soğu butelefon sonr
Olumsuz,gerçek kötü olan bir var kamera özellik ön kamera geç çek yapmak mümk değil on kamera mp diyor geç çekim ışık olan orta ilk üretilen kamera telefon res çekiyor sırf yüz iade etm şans ols iade eder evet büyük şey beklemiyor kadar kötü beklemiyor
Olumsuz,saat olt google olay uygula indiremiyor
Olumsuz,ben xiamoi red mi note m ara kalt sonuç olarak redm note tercih ett siz tavsiye red mi nö al android geliyor
Olumsuz,son güncelleme sonr telefon çöp olt klavye takıl donm mobil ver kesinti ekran takıl yen güncelle gelip düzeltilen kadar kesinlik almay der sonr pişman olur şikayet bakar konu bir sür şikayet görecek yazarken silm tuş takı kalt baş yazmak zor kalt
Olumsuz,iyi hoş güzel telefon son güncelleme aldık snra telefon ısınma tut donma kadar bir sor var büyük sor klavye taki kaliyor
Olumsuz,telerfon güzel yen gelen guncelleme çöp olt telefon kasm yaşiyor akicilik git telefon
Olumsuz,telefon mah batarya sahip ben j prim var mah asagi yukari performans ayni sanir bataryayi ben gun gider sanmis
Olumsuz,kasa dola puan veriyor haf olt kılıf kullanma ragmen çizil yaşa biyere düşür diğer özellik güzel kasa kırılgan
Olumsuz,dandik telefon max var ben gün fazl gidiyo gün gitmiyor batarya denilen kadr değil benç diğer özellik kötü
Olumsuz,mart ayın indir al aylık kullan sonuç pozitif yor yapamayacak kamera performa eh iş mutl etmiyor batarya de öyl yazdık bakmay can sıkıç nokta yazıl hata i̇nstagram bir uygula tam ekran sor yaşıyor uygula ekran sığmıyor bun samsung destek ileş kursa çöz yok ay geç hal düzelmeyen bir sor i̇çler acıs uygula iç kon güncelleyemiyor vs dokunmatik saçm sapan bir şekil çalışıyor bazen donm sorun yaşa bir kaç kalt oyun oynamıyor zaten açmıyor basitç marka satma çalışıyor iş böyl yürümez önce samsung kullan j seri a ser note seri telefon ben samsung soğut başarıs anki fiyatıyla kimse önerme alırken zaten kamera oyun performans beklemiyor yazıl hata batarya istenilen performa vermeme ayrı samsung destek yardım konu eks olma dola memnu değil
Olumsuz,ürün yaklaşık gün kullanıyor geldik gün ber bir türl iç sinm şarj gün gidiyor gün zor tamamlıyor asl mah batarya performans değil pil tüket fazl olduk sanıyor ısın oluyor tasarım geli ağır kap gelt ban bildir sensör hiçbir yok ekran dokunmatıği basm sanır aldık pişman
Olumsuz,puan verme değmez bil akıl telefon istiyor uygulama kasm diyor kamera iyi ols güncelle al sen kullan diyor f p denilen mantık bırakacak tl tl fazl verip or segment bi telefon alacak kısaca tl üst çıkacak yoks fazl bi beklen olma
Olumsuz,bataryani mah oldug kusku anlasilmaz derece hizl bitiyor
Olumsuz,slm arkadaş telefo büyük bi eksik var gorilla glass yok muş bur yor okuyup al kims bun bahsetm dayanıklılık yok samsung ara onlar bun ona bun bil on gör alınb der
Olumsuz,telefon yaklasik ay once aldim telefon sosyal medya face insta whatsap haric bask bir uygula indir on ragmen kasm meydan geliyor progra arasi gecis progra iceri gezer skntilar yasatiyor
Olumsuz,i̇lk çıkış zaman bir tane eş almış tl indir tl hedi çek kret kart puan kampanya gb hafız kart hedi kampanya var bunç avantaj birlik oldukç cazip bir telefon ben şimt annem ikinci al sırf batarya bil alma değer bir ürün
Olumsuz,berbat oyun oynanmaz mali g mp var azadriano olma
Olumsuz,al kullana dokun kendı kent isle yapıyor servis gonderdım ık yin aynı sor cıhaz sorun dokun
Olumsuz,tasar güzel olsa fiyat on gör fazl pil mah oldug bakmayi gun zor cikariyor
Olumsuz,kesinlik beklenti karşılamayan bir telefon sıra malzeme kalite standart alt kuruş kuruş hesaplanarak malzeme tercih yapıl bir telefon kulaklık kalite şarj kablo kısa sıra malzeme
Olumsuz,k dan para var samsung almay git epey aynı fiyat xiaomi karşılaştır fark görür
Olumsuz,herk merhap telefon mah batarya sunuyor fakat esk teknoloji li po batarya yin çabuk bitmek aldanmay hız kali olarak fiyat gör normal batarya şarj önem kamera biraz iyi ols hız vs donm ısınma der huawei mate li kesinlik fiyat bant iyi
Olumsuz,ekran iyi değil tavsi etme
Olumsuz,görüntü var ses yok deyim cuk oturan telefon tasar olarak güzel ancak iç boş g hız performans kötü düzg video izlenmiyor ilk gün kasm oluyor özellik ark kamera parmak iz okuyuç olduk yer inanılmaz ısınıyor al pişman alırken bir düşü reklam kampanya kurban gitmey
Olumsuz,samsung camlari hassas oluyor cabuk kırılıyor ailecek sor yaşa samsung vazgeç
Olumsuz,tasar üst sevi telefon andırıyor batarya gayet yeter ekran kalite düşük hepsibuırada teşekkür eder ön sipariş sahip olt
Olumsuz,malzeme kalite açıs kötü bir telefon ark taraf uç plastik bükül test kolay iki ayrılan bir telefon elim tutm hemen satt mecburen
Olumsuz,cihaz gayet güzel ancak annem doğumgün hediye olarak aldık telefon olma gereken haf geç tesl etti dolayı annem doğumgün kaçır
Olumsuz,tlfna par kesinlik verilmez meizu x ya xiaomi mi li telefon e kat elin verir
Olumsuz,tam alma karar vermiş sağlamlık test izle i̇yi izle sağla değil ekran gorilla glass lan korunmuyor çerçeve plastik kapak plastik samsung kadar kalites bir telefon piyasa sürt on anla değil i̇yi al
Olumsuz,telefon dün elim ulaş ekran görüntü kalite zayıf özellik batarya al normal kullan gün gider düşünüyor oyun oynama video izleme nere kullanma nin alt düşt i̇ade şart araştırıyor şimt
Olumsuz,şubat on sipariş verdik telefon lg ten sonr ekran dokunmatig berbat bazen basiyor ancak algılıyor gün bug diz düşme ekra kırılma bir olt cm den düşüp kırılma ben fazla üzt kılıf alacaktim zira esk telefon defa yüksek düştük halde ekran zarar vermemiş
Olumsuz,telefon sar değer bilgi zorun yapılma lazım ilan yer alma lazım xiaomi güzel telefon yaln sar değer malesef yük sürek kulak sene bey tümör yapar samsung model gelir sar değer baş olarak vücut olarak vücut olarak biraz yük gelt değer
Olumsuz,al pişman kulaklık kali berbat w deniyor şarj çıkış w al orta çıkıyor ürün basit para ürün değil sak saki almay der
Olumsuz,mağaza ince tam bir fakir telefon ekran berbat kadar cans ekran tasar üst sevi telefon andırıyor berbat bir telefon almay aldırmay
Olumsuz,fiyatina gore diger marka bir avantaji sade batarya malzeme islemç ram dusuk rekabet iç uretilmis bir model cin markali firma alt ust ettig iç ortalig or alt segment samsung kent pazar pes dusmus herhalde
Olumsuz,snapdragon lu meizu x sd li xiaomi mi li gb seçenek var i telefon par verip alan var inanılmaz gerçek alet fiyat tl olma yazık gerçek yazık
Olumsuz,samsung herzmanki kali değil adın satıyor özellik cok düşük hauwei telefon eder bun
Olumsuz,tlf iş yarar tek özellik mahalle batarya fiyat şekil olur alternatif fazl
Olumsuz,samsung ozelik yanina fiyati koyma devam edecek cok muster kaybeder zaten fiyat araliginda rekabet cok buyuk uzag gitme gerek yok xiaomi mi li gb fiyati bun uç ozelik kati iyi hep saygilar sevg hayir alis veris
Olumsuz,malzeme kalite açıs kötü bir telefon ark taraf uç plastik bükül test kolay iki ayrılan bir telefon
Olumsuz,çerçeve dahi metal olmayan komple plastik bir telefon fiyat tam bir delilik ekran beş sen önç nin teknoloji tft ekran huawei xiaomi varken samsung a prim vermey arkadaş
Olumsuz,tel saglamlık bakım zayıf plastik bir yapı var test açıkç görülüyor pil ekran
Olumsuz,para etmez nokia nın yaşadık hüsran tadacak samsung marka paha satma çalışıyor bugün kadar kullandık ürün vasat huawei xoami asus dururken fiya alınmaz
Olumsuz,iyi batarya saymas uç ekran kullanıl işlemç esk teknoloji benç vasat al bir ürün fiyat lira geçmeme
Olumsuz,olmus yil hal tft ekran kesinlik cok kötü ram hafız ne batarya islemç disinda telefon hic olmamis parayi hakettig dusunmuyor ekran onem benç
Olumsuz,güzel bir telefon tanıtım izle test etm imkan olt ram hafız hariç gerçek kalite bir alma tavsi eder
Olumsuz,batarya hariç olmamis fiya m mantik olur
Olumsuz,fiya sunulan özellik batarya kapasite hariç diğer özellik or segment giriş sayılır aynı para xiaomi meuzi marka iyi telefon var
Olumsuz,gereks paha gb ram yetmez zaten siste gb ram kullanıyor gb ram progra açma kalk kasma baş fiya xiaomi birsür telefon var xiaomi mi note bun kalite aynı fiya performans
Olumsuz,kali kadar düşük telefon standart alt fiya kadar düşük kali olmama özellik max pro m varken bun bakılmaz bil
Olumsuz,telefon ağırlık fazl i̇şlemci ghz düşük wifi ac dahi yok telefon fiyat fazl tek artı batarya duruyor
Olumsuz,yıl gb telefon var video çek hafız do gb gelmez kims telefon almaz alma zaten
Olumsuz,samsung yilinda çıkarttık amiral gemi telefon ila maximum mah pil koyarken telefon mah batarya koyarak pazarla politika kadar kötü tüketici üzmek üzer olduk insan göster olt mademk kapasite bir batarya koymak mümk insan tl par istedik telefon koys zaman ee tabi anliyor simt boyle yaptık huaweinin pazar pay gun geçtikç artmak
Olumsuz,xiaomi mi li ayni fiya sahip özellik kötü mi gb ram var bun mi in işlemci iyi batarya iyi kamera iyi bellek iyi fiya tavsi etmiyor
Olumsuz,tft şekil görünen tn twisted nematic alan etki matris lcd dir tn tft panel sıv kristal filtre dik açı yerleştiril tn tft panel uygulama kolaydıır tn tft lcd nin ilk hali i̇lk piyasa çıkan tft lcd dir uç kullan kolay olduk tft lcd oldukç yayg kullanılmak tft lcd ışık polarizasyon yönlendir filtre kullanıldık iyi bir görüntü görebilmek ekran dik bakılma gerekmek ayrı tft bir pikse bir transistör bulunur i̇lk döne çıkan lcd ekran cihaz özellik yan bakış görüntü renk kayıp görülür tft lcd ler bir diğer dezavatanj öl piksel belirg olma bir diğer sor tft lcd ler üst bastır görüntü kaybolur hoş olmayan bir görüntü oluşur alınt
Olumsuz,telefon fiyat baz vaat edecek dursa özellik okuduk boş abar bir reklam kampanya izleyecek hemen anlıyor klasik samsung abartı bir telefon iş telefon sade iyi bir batarya sıkıştır ağırlık yeter kadar etk et düşm sıra dayanıklılık koruyacak izleyip görecek kadar ağır telefon kadar düşm sıra kırıl ihtimali ha bir çekirdek diğer telefon çekirdek işlemci karşılaştırmak yer samsung telefon çekirdek olan karşılaştırmak ne
Olumsuz,samsung türki fiyatlandır konu ba çalış yapma gerekiyor fiya satmaz cihaz uygun fiya xiaomi huawei cihaz bakma tavsi eder para çöp atmay
Olumsuz,cihaz gayet iyi özellik note pro limits edition yok al git
Olumsuz,xiaomi varken telefo özellik kadar par fazl
Olumsuz,ar zaman gb telefon çıkarmama gerekiyor başka model telefon an ler civar telefon bil gb samsung şekil gider sık yaşayacak düşünüyor
Olumsuz,ram gb gb olma lazım gb yıl gör
Olumsuz,xiaomi ezer bun fiyat uygun ols satar cok yük cıkt
Olumsuz,fiya marka takıntı olmayan başka cihaz tavsi eder
Olumsuz,fiya mi li al iyi
Olumsuz,tft ekran ne abi bari hesap makine ekran kullans
Olumsuz,bekledik değil
Olumsuz,telefon ay önç al şimt yen telefon bakıyor telefon pil güzel olcak fazl beklen yok diyerek al fiyasko şöyl parmak iz okuyuç ker bir okuyor desen açm çalışmama başl yüz tan kötü bildirim görme rağmen üst silmiyor bazen kamera dan zaten beklen yokt yanılt ortalama alt benç sen telefon u yormuss düşünen tel oyun yok face instegram hariç pek bir uygula yok pil güç aldanıp bir çöp sat alma tavsi etmiyor
Olumsuz,telefo olums yön test edip bura ar ar yazıyor yakınlık sensör bazen çalışmıyor telefon kulak görüş yaparken bazen ekran saçm sapan yer girip yanak değer ora basıyor ben sor olma başl bir telefon bildir ses düzey mesaj ses düze ayr kontrol edebilecek menü yok bazen telefo ses tam açıkken mesaj ses çıkmayabiliyor
Olumsuz,alacak olan arkadaş telefon hakk biraz değiş dokunmatikik sık var heralde forum bir kişi müzdarip olduk gört dokunmatik geç cevap veriyor bazen basmıyor mesaj yazarken yanlış harfe basıyor
Olumsuz,internet yavaş sarjida öyl abim şah degil dikkatli olmak lazim
Olumsuz,asus zonfone un eski kullanıyor telefon iyi gitmiş yin asus al det telefo kamera kalite bir beklemiyor ancak gerek wi fi bağlantı ols gerek mobil ver beklent alt inan esk telefon bir fark yok şebeke zayıf olduk yer diğer telefon ça ça interne girer telefon sayfa yüklemek meşgul sade wi fi sin geli diğer telefon rahatlık çalıştık yer baglanti kesip kesip geliyor oyun dene batarya abartma gerk yok ayrı g çek yapıyor g olduk görm ilginç
Olumsuz,evet sali gecesi̇ si̇pari̇şi̇ verdi̇m perşemp gün tesli̇m aldim ürün türki̇ye garanti̇li̇ sade şik hizl bi̇r si̇steme sahi̇p ancak batarya benç çabuk bi̇ti̇yor bi̇raz kurcalayi anlar beni̇ para kadar sanir umarim batarya çabuk bozulmaz alan hayir ols
Olumsuz,ürün geldik bütün güncelleme yapt şarj çabuk bitiyor pubg indir oyun donuyor rahat oynanmıyor ekran yavaş dönüyor geç algılıyor kamera fena değil oyun alacak bun almay kullanış olarak güzel
Olumsuz,asus dan bilgisayar hariç almay tam model kullan ilk model hariç çöpt youtuber yorumcu yalan inanıp al asus alacak tuşl telefon devam et azın sinir hasta olmaz
Olumsuz,iyi bir telefon şarj gun gidiyor ses yük kasm donm yok hızl fotoğraf kalite iyi değil
Olumsuz,telefon herşe fiyat perfornans olarak iyi fakat mmi kot sor yaşanıyor g bağlantı kullanmıyor asus arıyor asus siz gsm firma yönlendiriyor onlar arıyor asus yönlendiriyor sor kims çözemiyor kesinlik almay
Olumsuz,önce asus marka telefon al kapanıp açıl problem garanti kapsam süreç düzel telefon özellik fiyat olarak iyi duruyor al bir ay geçme bu kendilik kapanıp açılıyor şimt bun garanti gönder telefons kalacak bulaşmay der dur ilet asus a fakat asus mal sahip çıkmıyor mağduriyet bir asl asus marka alma
Olumsuz,alışıl bir kullan yok kullanabilmek fakül bitirmek gerek
Olumsuz,ur youm oldugip degil
Olumsuz,alıştık bir marka var siz ben yen şey deneme çekiniyor diyorsaniz evet hakl denemey dene pişman olt cihaz kötü demiyor ben samsung dan nefret etse biksam yapamıyor başka telefon ban gör değil hiçbir x kardeş git bu annem gidecek ben yin samsung a talim edecek maalesef
Olumsuz,bey telefon ben kullanıyor batarya muzdarip kullan halde telefon gün zor gidiyo bi çöz bilen var söy sevinir
Olumsuz,telefon alal ay falan olt kent kent dokunmatig basma başl ses kendilig kısıl format attim duzel bidah yapar garanti gönderice iyi düsünerek al bir kendilig kapaniyo bazen performans olarak iyi diyebilir hata olma
Olumsuz,arkadaş haftadir kullanıyor yıl asus kullanır telefon iyi asus arayüz alışan ben mesela sevemez boş telefon saf android diyor bun bir bir asus uygulama indiremiyor store dan telefon ol arayüz berbat ben aldigima pişman olt galer müzik ça smart menejer akıl uygulama yok diyor ya boş batarya iyi ekran iyi kamera orta üst çok telefon ezer geçer sade akl bul antu
Olumsuz,kamera kullanmayacak al kamera berbat ötes hız iyi şarj bir gün tam gidiyor başka hiçbir iş yaramaz boş telefon
Olumsuz,telefo tek avantaj batarya denilebilir o günlük kullan sabah dan akşa şarj i bitiyor yazılımsal anla tamamen boş alıştık uygula yok galer rehber vs standart asus arayüz alışk olan sık yaşar uygula apk ler internet bulup yükleyebilir çok ha veriyor kısa yazıl taraf sıfır batarya eh iş ben ger satma düşünüyor boş telefon
Olumsuz,işlemç gb ram ayrı optik zoom sabitleyiç olan uygun zenfone zoom s tavsi eder özellik aynı hat bazı üst zenfone zoom s bun basar
Olumsuz,nfc yok toz su dayanıklılık sertifika yok onlar geçt micro usb ne sade pil iyi fiya iyi bulunabilecek düşünüyor
Olumsuz,telefon optik imaj sabitleyiç denilen ois yok wirelesste ac destek yok i̇şlemcisi snapdragon kamera megapiksel f megapiksel f batarya mah karar siz
